المعرف,وثيقته,النمط,نصه
WFM-051,WFM-01,أخرى,"نوعُ الطلب «طلب معالجة شكوى وظيفية» (RQ-HR-08) — نطاقُ الحكم § WFM-051 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج محضرُ معالجة خلال 5 أيام"
WFM-052,WFM-01,أخرى,"نوعُ الطلب «طلب دعمٍ لتخفيف عبء العمل» (RQ-HR-09) — نطاقُ الحكم § WFM-052 § اختبارُ مسار: الطلبُ يصل مديرُه المباشر ويُنتج إعادةُ توزيعِ مهامٍ أو بديل خلال 3 أيام"
WFM-053,WFM-01,أخرى,"نوعُ الطلب «طلب موظفٍ أو بديلٍ إضافي» (RQ-HR-10) — نطاقُ الحكم § WFM-053 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج شاغرٌ معتمدٌ أو تكليفُ بديل خلال 7 أيام"
WFM-054,WFM-01,أخرى,"نوعُ الطلب «طلب إنهاء تكليف» (RQ-HR-11) — نطاقُ الحكم § WFM-054 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج إنهاءُ تكليفٍ بتاريخه خلال 3 أيام"
WFM-055,WFM-01,أخرى,"نوعُ الطلب «طلب دفع» (RQ-FI-01) — نطاقُ الحكم § WFM-055 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج أمرُ دفعٍ منفَّذ خلال 3 أيام"
WFM-056,WFM-01,أخرى,"نوعُ الطلب «طلب تعويض مصروف» (RQ-FI-02) — نطاقُ الحكم § WFM-056 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج تعويضٌ مصروفٌ بمستنده خلال 5 أيام"
WFM-057,WFM-01,أخرى,"نوعُ الطلب «طلب عهدة» (RQ-FI-03) — نطاقُ الحكم § WFM-057 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج عهدةٌ مفتوحةٌ باسم المستلم خلال 3 أيام"
WFM-058,WFM-01,أخرى,"نوعُ الطلب «طلب تسوية عهدة» (RQ-FI-04) — نطاقُ الحكم § WFM-058 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج عهدةٌ مقفلةٌ بفرقها خلال 3 أيام"
WFM-059,WFM-01,أخرى,"نوعُ الطلب «طلب سلفة تشغيلية» (RQ-FI-05) — نطاقُ الحكم § WFM-059 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج سلفةٌ مصروفةٌ بجدولها خلال 3 أيام"
WFM-060,WFM-01,أخرى,"نوعُ الطلب «طلب استرداد» (RQ-FI-06) — نطاقُ الحكم § WFM-060 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج حركةُ استردادٍ مقيَّدة خلال 5 أيام"
WFM-061,WFM-01,أخرى,"نوعُ الطلب «طلب تصحيح مالي» (RQ-FI-07) — نطاقُ الحكم § WFM-061 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج قيدٌ عاكسٌ ثم صحيح خلال 3 أيام"
WFM-062,WFM-01,أخرى,"نوعُ الطلب «طلب فتح أو تعديل مركز تكلفة» (RQ-FI-08) — نطاقُ الحكم § WFM-062 § اختبارُ مسار: الطلبُ يصل المالية ويُنتج مركزُ تكلفةٍ نافذ خلال 5 أيام"
WFM-063,WFM-01,أخرى,"نوعُ الطلب «طلب موردٍ إضافي» (RQ-OP-01) — نطاقُ الحكم § WFM-063 § اختبارُ مسار: الطلبُ يصل التشغيل ويُنتج تخصيصُ معدةٍ أو مشغّل خلال يومان"
WFM-064,WFM-01,أخرى,"لا يكفي تحوُّلُ حالة الطلب إلى «معتمد» — بل يصل مقدّمَه — نطاقُ الحكم § WFM-064 § اختبارُ اكتمال: صفرُ طلبٍ مغلقٍ بلا وصول العناصر التسعةِ لمقدّمه"
WFM-065,WFM-01,أخرى,"الاسمُ والمصدرُ ومن كلّفني وسببُ التكليف والإدارةُ أو المشروعُ والأولويةُ والموعدُ والمدةُ المتبقيةُ والحالةُ والمتطلباتُ السابقةُ والمانعُ الحاليُّ والمخرَجُ ودليلُ الإنجاز والإجراءُ التالي ومن ينتظر النتيجةَ وأثرُ التأخير ورابطُ الأصل. § WFM-065 § اختبارُ اكتمال: صفرُ صفٍّ ينقصه حقلٌ من السبعةَ عشرَ"
WFM-067,WFM-01,أخرى,"بل يُشتق الإنجازُ من ثمانية مصادرَ فقط: مهمةٌ مكتملةٌ مقبولةٌ · طلبٌ نُفِّذ وأُغلق · مستندٌ اعتمده الموظفُ باختصاصه · أمرُ عملٍ أُقفل · وحدةٌ أو ورديةٌ أُنجزت · نتيجةٌ قابلةٌ للقياس · معالجةُ بلاغٍ · إجراءٌ تصحيحيٌّ متحقَّقٌ منه. § WFM-067 § اختبارُ منع: إدخالُ إنجازٍ يدويًّا بلا مصدرٍ من الثمانيةِ يُرفض"
WFM-068,WFM-01,أخرى,"تسجيلُ الموظف إنجازًا لنفسه بلا مصدرٍ · احتسابُ الضغطات وفتحِ الشاشات · احتسابُ المهمة الملغاةِ أو المعادة · منحُ المنفِّذ والمعتمِدِ الإنجازَ نفسَه بلا تمييزِ الأدوار · بقاءُ الإنجاز بعد عكس المعاملة بلا تحديث. § WFM-068 § اختبارُ منع: كلُّ حالةٍ من الخمسِ تُرفض أو تُصحَّح آليًّا"
WFM-069,WFM-01,أخرى,"المنفِّذُ الرئيسيُّ والمساهمون والمراجعُ والمعتمِدُ ونسبةُ مساهمةِ كلٍّ ونوعُها § WFM-069 § اختبارُ حساب: مجموعُ الإسناد لا يتجاوز مئةً ولا يتضاعف الإنجازُ في المؤشر"
WFM-070,WFM-01,أخرى,"يُعكس الإنجازُ آليًّا إن عُكست معاملتُه أو أُعيد فتحُ عمله § WFM-070 § اختبارُ عكس: عكسُ الأصلِ يُنقص الإنجازَ ويحدّث المؤشرَ فورًا"
WFM-073,WFM-01,أخرى,"ولكلٍّ صاحبُ قرارٍ ونطاقٌ ومدةٌ وصلاحياتٌ ناتجةٌ وإمكانيةُ إعادةِ تفويضٍ وأثرٌ عند الانتهاء على المهام المفتوحةِ وسجلُّ تدقيقٍ وجهةُ موافقة. § WFM-073 § اختبارُ تمييز: «إسنادُ مهمة» له أحكامُه ولا يُخلط بغيره"
WFM-074,WFM-01,أخرى,"ولكلٍّ صاحبُ قرارٍ ونطاقٌ ومدةٌ وصلاحياتٌ ناتجةٌ وإمكانيةُ إعادةِ تفويضٍ وأثرٌ عند الانتهاء على المهام المفتوحةِ وسجلُّ تدقيقٍ وجهةُ موافقة. § WFM-074 § اختبارُ تمييز: «تكليفٌ بدور» له أحكامُه ولا يُخلط بغيره"
WFM-075,WFM-01,أخرى,"ولكلٍّ صاحبُ قرارٍ ونطاقٌ ومدةٌ وصلاحياتٌ ناتجةٌ وإمكانيةُ إعادةِ تفويضٍ وأثرٌ عند الانتهاء على المهام المفتوحةِ وسجلُّ تدقيقٍ وجهةُ موافقة. § WFM-075 § اختبارُ تمييز: «إنابةٌ مؤقتة» له أحكامُه ولا يُخلط بغيره"
WFM-076,WFM-01,أخرى,"ولكلٍّ صاحبُ قرارٍ ونطاقٌ ومدةٌ وصلاحياتٌ ناتجةٌ وإمكانيةُ إعادةِ تفويضٍ وأثرٌ عند الانتهاء على المهام المفتوحةِ وسجلُّ تدقيقٍ وجهةُ موافقة. § WFM-076 § اختبارُ تمييز: «تفويضُ صلاحية» له أحكامُه ولا يُخلط بغيره"
WFM-077,WFM-01,أخرى,"ولكلٍّ صاحبُ قرارٍ ونطاقٌ ومدةٌ وصلاحياتٌ ناتجةٌ وإمكانيةُ إعادةِ تفويضٍ وأثرٌ عند الانتهاء على المهام المفتوحةِ وسجلُّ تدقيقٍ وجهةُ موافقة. § WFM-077 § اختبارُ تمييز: «إعادةُ إسناد» له أحكامُه ولا يُخلط بغيره"
WFM-078,WFM-01,أخرى,"ولكلٍّ صاحبُ قرارٍ ونطاقٌ ومدةٌ وصلاحياتٌ ناتجةٌ وإمكانيةُ إعادةِ تفويضٍ وأثرٌ عند الانتهاء على المهام المفتوحةِ وسجلُّ تدقيقٍ وجهةُ موافقة. § WFM-078 § اختبارُ تمييز: «نقلُ عبء عمل» له أحكامُه ولا يُخلط بغيره"
WFM-079,WFM-01,أخرى,"والمفتوحةُ تُنقل أو تبقى بقرارٍ مسجَّل. § WFM-079 § اختبارُ أثر: انتهاءُ التكليف يوقف التوليدَ والمفتوحةُ تبقى بقرار"
WFM-080,WFM-01,أخرى,"يُبنى نموذجُ بياناتٍ موحَّدٌ بسبعةَ عشرَ جدولًا — نطاقُ الحكم § WFM-080 § اختبارُ اكتمال: السبعةَ عشرَ موجودةٌ بعلاقاتها"
WFM-081,WFM-01,أخرى,"يحمل كلُّ عنصرِ عملٍ خمسةَ عشرَ حقلَ ربطٍ — نطاقُ الحكم § WFM-081 § اختبارُ اكتمال: صفرُ عنصرٍ ينقصه حقلٌ من الخمسةَ عشر"
WFM-082,WFM-01,أخرى,"الحدثُ TaskCreated (إنشاءُ مهمة) — نطاقُ الحكم § WFM-082 § اختبارُ حدث: وقوعُ إنشاءُ مهمة ينشر TaskCreated وتتحدث مساحةُ عملي · لوحةُ المدير"
WFM-083,WFM-01,أخرى,"ينشره المكلِّف · وتتحدث به مهامي · مهامُ فريقي · والإشعارُ: مهمةٌ مسنَدةٌ إليك · وأثرٌ مالي: لا · وعند الفشل: تبقى مسودةً ويُخطَر المكلِّف. § WFM-083 § اختبارُ حدث: وقوعُ إسنادُ مهمةٍ لمنفِّذ ينشر TaskAssigned وتتحدث مهامي · مهامُ فريقي"
WFM-084,WFM-01,أخرى,"ينشره المنفّذ · وتتحدث به لوحةُ المكلِّف · والإشعارُ: تمَّ الاستلام · وأثرٌ مالي: لا · وعند الفشل: يبقى عدُّ الاستجابة جاريًا. § WFM-084 § اختبارُ حدث: وقوعُ استلامُ المنفِّذ للمهمة ينشر TaskAccepted وتتحدث لوحةُ المكلِّف"
WFM-085,WFM-01,أخرى,"ينشره المنفّذ · وتتحدث به لوحةُ المالك والمدير · والإشعارُ: مهمةٌ متعطلةٌ تحتاج تدخلًا · وأثرٌ مالي: لا · وعند الفشل: يُخطَر المالكُ يدويًّا. § WFM-085 § اختبارُ حدث: وقوعُ تعطلُ المهمة بسببٍ محكوم ينشر TaskBlocked وتتحدث لوحةُ المالك والمدير"
WFM-086,WFM-01,أخرى,"ينشره المنفّذ · وتتحدث به لوحةُ المتحقِّق · والإشعارُ: مهمةٌ تنتظر تحققَك · وأثرٌ مالي: لا · وعند الفشل: تبقى قيدَ التنفيذ. § WFM-086 § اختبارُ حدث: وقوعُ إكمالُ المنفِّذ وتقديمُ الدليل ينشر TaskCompleted وتتحدث لوحةُ المتحقِّق"
WFM-087,WFM-01,أخرى,"ينشره المتحقِّق · وتتحدث به مهامي · والإشعارُ: مهمةٌ أُعيدت إليك بسبب · وأثرٌ مالي: لا · وعند الفشل: يُخطَر المنفّذُ يدويًّا. § WFM-087 § اختبارُ حدث: وقوعُ إعادةُ المهمة للمنفِّذ ينشر TaskReturned وتتحدث مهامي"
WFM-088,WFM-01,أخرى,"ينشره المكلِّف أو المالك · وتتحدث به مهامي للاثنين · والإشعارُ: نقلُ مهمةٍ إليك أو منك · وأثرٌ مالي: لا · وعند الفشل: يبقى الإسنادُ الأصلي. § WFM-088 § اختبارُ حدث: وقوعُ إعادةُ إسنادٍ لمنفِّذٍ آخر ينشر TaskReassigned وتتحدث مهامي للاثنين"
WFM-089,WFM-01,أخرى,"تتحدث به إنجازي · لوحةُ المدير · والإشعارُ: اكتملت المهمةُ ونُسب الإنجاز · وأثرٌ مالي: بحسب نوع المهمة · وعند الفشل: لا يُشتق الإنجازُ حتى النجاح. § WFM-089 § اختبارُ حدث: وقوعُ قبولُ المهمة وإغلاقُها ينشر TaskClosed وتتحدث إنجازي · لوحةُ المدير"
WFM-090,WFM-01,أخرى,"الحدثُ RequestSubmitted (تقديمُ طلب) — نطاقُ الحكم § WFM-090 § اختبارُ حدث: وقوعُ تقديمُ طلب ينشر RequestSubmitted وتتحدث طلباتي · مهامُ الإدارة المستقبِلة"
WFM-091,WFM-01,أخرى,"الحدثُ RequestRouted (توجيهُ الطلب للمستقبِل) — نطاقُ الحكم § WFM-091 § اختبارُ حدث: وقوعُ توجيهُ الطلب للمستقبِل ينشر RequestRouted وتتحدث مهامي للمستقبِل"
WFM-092,WFM-01,أخرى,"والخطوةُ التالية · وأثرٌ مالي: بحسب نوع الطلب · وعند الفشل: لا ينتقل للتنفيذ. § WFM-092 § اختبارُ حدث: وقوعُ اعتمادُ الطلب ينشر RequestApproved وتتحدث طلباتي · مهامُ المنفِّذ"
WFM-093,WFM-01,أخرى,"الحدثُ RequestRejected (رفضُ الطلب بسبب) — نطاقُ الحكم § WFM-093 § اختبارُ حدث: وقوعُ رفضُ الطلب بسبب ينشر RequestRejected وتتحدث طلباتي"
WFM-094,WFM-01,أخرى,"والمستندُ الناتج · وأثرٌ مالي: بحسب نوع الطلب · وعند الفشل: لا يُقفل الطلب. § WFM-094 § اختبارُ حدث: وقوعُ تنفيذُ الطلب بعد الاعتماد ينشر RequestExecuted وتتحدث طلباتي · إنجازي للمنفِّذ"
