n,route,current_name,canonical_ar,canonical_en,old_names,definition,owner_dept,level,canonical_group,sort,nature,dept_count,depts,decision,status,derivation,view_of,merge_into,retirement_status,route_variant,current_label,current_parent,current_order,section
3102,Portal/exec_daily_deviations.php,"انحرافات وقرارات اليوم","انحرافات وقرارات اليوم","",—,"تعرض انحرافات وقرارات اليوم في دورة التقارير الدورية لدى الرئيس التنفيذي. قراءة حية من سجل إدارة التشغيل ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","التقارير الدورية",13,"شاشةٌ مستقلة",1,"القيادة وإدارة المخاطر","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"انحرافات وقرارات اليوم","التقارير الدورية","موضعُه من دورةِ العمل — قرارُ الورقة","التقارير الدورية"
3103,Portal/exec_weekly_report.php,"التقرير الأسبوعي التنفيذي","التقرير الأسبوعي التنفيذي","",—,"تعرض التقرير الأسبوعي التنفيذي في دورة التقارير الدورية لدى الرئيس التنفيذي. قراءة حية من سجل إدارة التشغيل ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","التقارير الدورية",14,"شاشةٌ مستقلة",1,"القيادة والنواب","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"التقرير الأسبوعي التنفيذي","التقارير الدورية","موضعُه من دورةِ العمل — قرارُ الورقة","التقارير الدورية"
3104,Portal/exec_monthly_pack.php,"التقرير الشهري التنفيذي","التقرير الشهري التنفيذي","",—,"تعرض التقرير الشهري التنفيذي في دورة التقارير الدورية لدى الرئيس التنفيذي. قراءة حية من سجل الإدارة المالية ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","التقارير الدورية",15,"شاشةٌ مستقلة",1,"القيادة والنواب والمالية","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"التقرير الشهري التنفيذي","التقارير الدورية","موضعُه من دورةِ العمل — قرارُ الورقة","التقارير الدورية"
3105,Portal/exec_raised_requests.php,"الطلبات المرفوعة إلى القيادة","الطلبات المرفوعة إلى القيادة","",—,"تعرض الطلبات المرفوعة إلى القيادة في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل الإدارة المالية ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",21,"شاشةٌ مستقلة",1,القيادة,"إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"الطلبات المرفوعة إلى القيادة","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3106,Portal/exec_contract_registry.php,"سجل العقود الموحد","سجل العقود الموحد","",—,"تعرض سجل العقود الموحد في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل إدارة المبيعات التعاقدية والعقود ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",24,"شاشةٌ مستقلة",1,"القيادة والمبيعات","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"سجل العقود الموحد","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3107,Portal/exec_redline_breaches.php,"تجاوزات الخطوط الحمراء","تجاوزات الخطوط الحمراء","",—,"تعرض تجاوزات الخطوط الحمراء في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل إدارة الحوكمة والالتزام ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",25,"شاشةٌ مستقلة",1,"القيادة والحوكمة","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"تجاوزات الخطوط الحمراء","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3108,Portal/exec_critical_exceptions.php,"الاستثناءات الحرجة","الاستثناءات الحرجة","",—,"تعرض الاستثناءات الحرجة في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل إدارة الحوكمة والالتزام ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",27,"شاشةٌ مستقلة",1,"القيادة والحوكمة والمخاطر","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"الاستثناءات الحرجة","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3109,Portal/exec_reserved_matters.php,"المسائل المحجوزة","المسائل المحجوزة","",—,"تعرض المسائل المحجوزة في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل إدارة الحوكمة والالتزام ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",26,"شاشةٌ مستقلة",1,"القيادة والحوكمة","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"المسائل المحجوزة","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3110,Portal/exec_escalations.php,"التصعيدات العليا","التصعيدات العليا","",—,"تعرض التصعيدات العليا في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل إدارة البلاغات ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",28,"شاشةٌ مستقلة",1,القيادة,"إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"التصعيدات العليا","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3111,Portal/exec_crisis_command.php,"قيادة الأزمات والطوارئ","قيادة الأزمات والطوارئ","",—,"تعرض قيادة الأزمات والطوارئ في دورة صناديق القرار لدى الرئيس التنفيذي. قراءة حية من سجل الرئيس التنفيذي ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","صناديق القرار",29,"شاشةٌ مستقلة",1,"القيادة والتشغيل","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"قيادة الأزمات والطوارئ","صناديق القرار","موضعُه من دورةِ العمل — قرارُ الورقة","صناديق القرار"
3112,Portal/exec_strategic_decisions.php,"القرارات الاستراتيجية","القرارات الاستراتيجية","",—,"تعرض القرارات الاستراتيجية في دورة القرار والحوكمة العليا لدى الرئيس التنفيذي. قراءة حية من سجل الرئيس التنفيذي ولا إدخال فيها.","الرئيس التنفيذي","2 — العمليات","القرار والحوكمة العليا",31,"شاشةٌ مستقلة",1,"القيادة والإدارات","إسقاط ثبت غيابه فبني في موضعه المعياري",APPROVED,"ترتيبُ دورةِ العملِ في الحزمة — RPR-W15",—,—,ACTIVE,—,"القرارات الاستراتيجية","القرار والحوكمة العليا","موضعُه من دورةِ العمل — قرارُ الورقة","القرار والحوكمة العليا"
